AE 460 Experimental Design Lab


Data Point, Corr Factor, Length Scale, AmbPress, AmbTemp, Density, Viscosity, Motor Speed, Angle of Attack, Corrected q, Avg Velocity, Reynolds number, Axial Force,Normal Force, Pitching Mom
#, ND, [in], [psia], [R], [slug/ft3], [slug/ft s], [RPM], [deg], [dpsi], [ft/s], ND, [Lbf], [Lbf], [in-Lbf]

1.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,-6.03555487764,0.01970897516,50.27357482910,32331.00585937500,-0.04712684754,-0.03386524403,-0.02236076679
2.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,-2.98041832076,0.01927533107,49.71743011475,31973.34765625000,-0.02837139651,-0.01066366433,-0.00320511913
3.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,0.03974054860,0.01944208116,49.93201828003,32111.34960937500,-0.01497278004,0.00796361077,0.01550314203
4.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,3.05109699563,0.01940450473,49.88373947144,32080.30078125000,-0.00114106672,0.03044606842,0.03340679322
5.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,5.97479769276,0.01922880858,49.65739440918,31934.73828125000,0.01213340356,0.05401181437,0.05293215171
6.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,9.03809525516,0.01878143589,49.07633590698,31561.05859375000,0.02460951905,0.07355964956,0.06822362488
7.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,11.96803270734,0.01851680337,48.72936248779,31337.91992187500,0.04207020829,0.09244344667,0.08367095736
8.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,14.95321388918,0.01810853972,48.18917083740,30990.52148437500,0.05729793697,0.10421454575,0.09537453380
9.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,17.97121650624,0.01815874646,48.25592803955,31033.45312500000,0.06830151749,0.09775108148,0.07699164273
10.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,21.00678302649,0.01926053413,49.69834136963,31961.07226562500,0.09112546828,0.09981196126,0.06651949034
11.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,24.03158193243,0.01925529730,49.69158554077,31956.72656250000,0.10494525896,0.11103985130,0.07522576978
12.00000000000,0.89000000000,1.31000000000,14.24236770000,532.17000000000,0.00224583070,0.00000038123,700.00000000000,26.99184338839,0.01885410263,49.17118453979,31622.05664062500,0.11875594236,0.12144300193,0.07996612382
